800000	200000
900000	200000
600000	700000
400000	0
500000	601333
1200000	602667
800000	404000
800000	805333
1100000	406667
1300000	508000
600000	409333
600000	1010667
1200000	612000
800000	513333
700000	314667
700000	216000
800000	517333
1000000	518667
0	420000
884210	821333
868421	322667
652632	1024000
836842	325333
521053	126667
705263	628000
889474	529333
673684	430667
257895	632000
642105	633333
826316	334667
610526	636000
594737	437333
878947	638667
563158	640000
747368	141333
531579	242667
515789	644000
0	645333
601087	246667
702174	548000
803261	549333
104348	250667
405435	652000
606522	653333
907609	554667
408696	656000
509783	257333
710870	658667
511957	660000
513043	761333
714130	662667
515217	564000
516304	965333
517391	366667
218478	768000
719565	669333
320652	670667
521739	472000
822826	473333
523913	474667
225000	576000
226087	477333
927174	678667
228261	480000
129348	481333
130435	182667
631522	384000
532609	285333
533696	486667
534783	888000
535870	289333
836957	190667
238043	492000
839130	93333
740217	694667
541304	496000
542391	697333
343478	598667
744565	0
545652	395238
246739	190476
647826	385714
548913	680952
450000	776190
551087	771429
352174	666667
353261	661905
854348	557143
555435	652381
956522	647619
657609	642857
758696	738095
559783	633333
560870	228571
561957	823810
463043	519048
564130	614286
865217	209524
666304	904762
267391	0
768478	400000
669565	300000
770652	400000
571739	700000
572826	0
873913	600000
375000	900000
476087	700000
977174	600000
478261	600000
479348	200000
380435	200000
781522	600000
482609	600000
383696	200000
584783	100000
985870	600000
386957	100000
988043	500000
489130	100000
590217	300000
491304	500000
592391	200000
1093478	1100000
594565	0
295652	400000
396739	700000
597826	500000
598913	800000
0	600000
996429	400000
592857	300000
689286	700000
985714	200000
382143	800000
578571	700000
675000	300000
171429	400000
567857	500000
364286	700000
560714	500000
857143	200000
853571	300000
350000	500000
546429	600000
542857	600000
839286	300000
435714	700000
432143	800000
728571	400000
725000	100000
721429	100000
517857	300000
414286	400000
410714	200000
707143	600000
503571	600000
0	600000
200952	400000
301905	300000
502857	500000
403810	700000
304762	600000
405714	400000
706667	300000
507619	500000
608571	500000
509524	100000
310476	200000
311429	100000
512381	600000
313333	400000
514286	500000
415238	300000
16190	600000
717143	100000
818095	500000
819048	300000
520000	600000
520952	100000
521905	600000
522857	600000
723810	800000
524762	600000
425714	500000
1026667	600000
527619	800000
528571	600000
729524	600000
330476	900000
831429	400000
632381	500000
133333	600000
434286	600000
335238	200000
1036191	700000
537143	0
638095	204444
439048	508889
440000	413333
740952	617778
1241905	322222
542857	26667
543810	431111
444762	635556
345714	640000
646667	444444
447619	148889
648571	453333
349524	657778
550476	562222
751429	766667
52381	471111
153333	875556
554286	280000
155238	384444
356190	688889
557143	493333
858095	497778
759048	702222
560000	706667
160952	611111
1061905	715556
562857	520000
563810	524444
964762	228889
565714	433333
466667	437778
667619	942222
668571	646667
569524	751111
270476	455556
971429	760000
772381	664444
673333	468889
874286	573333
575238	577778
876190	882222
477143	786667
578095	591111
579048	695556
180000	0
380952	1390323
481905	480645
582857	970968
683810	461290
184762	251613
585714	541935
586667	532258
587619	422581
588571	612903
789524	703226
690476	193548
491429	783871
692381	374194
693333	364516
694286	554839
195238	345161
596190	635484
397143	725806
298095	516129
599048	506452
0	296774
800000	487097
600000	377419
500000	467742
600000	458065
400000	448387
1100000	138710
700000	529032
400000	419355
500000	509677
600000	0
900000	501613
500000	303226
600000	404839
1000000	506452
400000	408065
500000	109677
600000	311290
800000	412903
500000	514516
600000	216129
800000	317742
500000	319355
600000	420968
400000	122581
1000000	524194
200000	525806
600000	427419
700000	429032
800000	130645
900000	432258
300000	533871
800000	335484
700000	437097
800000	138710
300000	340323
700000	241935
600000	543548
800000	545161
700000	546774
1200000	548387
500000	250000
800000	551613
700000	353226
900000	554839
500000	756452
0	558065
595556	559677
591111	561290
586667	262903
582222	264516
577778	666129
973333	767742
668889	569355
64444	470968
560000	472581
755556	774194
551111	675806
846667	677419
642222	579032
337778	380645
533333	782258
628889	583871
524444	385484
320000	587097
615556	288710
111111	590323
606667	691935
1002222	593548
497778	295161
493333	396774
488889	598387
1084444	0
480000	603390
475556	606780
471111	710170
466667	513559
262222	316949
657778	120339
353333	523729
448889	627119
644444	630508
140000	433898
635556	737288
531111	640678
626667	344068
422222	847458
617778	750847
413333	254237
508889	657627
404444	561017
0	664407
100000	367797
400000	671186
0	674576
700000	677966
400000	681356
700000	284746
500000	688136
700000	691525
800000	694915
600000	298305
700000	301695
300000	705085
400000	808475
400000	711864
900000	715254
600000	518644
200000	622034
500000	325424
700000	728814
400000	432203
300000	135593
400000	938983
500000	742373
300000	945763
100000	549153
400000	752542
300000	655932
400000	659322
500000	962712
400000	466102
500000	969491
900000	572881
500000	776271
200000	879661
400000	683051
600000	886441
400000	489830
300000	1193220
400000	796610
400000	0
400000	500391
400000	1100783
600000	901174
700000	701565
400000	1001957
500000	1002348
400000	602739
500000	1103130
700000	803522
400000	803913
300000	804304
400000	1004696
800000	805087
300000	705478
700000	305870
500000	606261
200000	806652
400000	907043
300000	1007435
500000	907826
500000	908217
600000	808609
300000	709000
0	209391
401587	909783
403175	1010174
704762	410565
806349	810956
207937	911348
309524	1011739
911111	812130
512698	1012522
314286	712913
415873	913304
617460	813696
419048	814087
720635	914478
422222	814870
523810	215261
225397	815652
726984	616043
928571	1316435
930159	416826
931746	1017217
233333	917609
634921	818000
636508	118391
538095	418783
1039683	719174
341270	619565
642857	1119956
644444	620348
646032	920739
447619	521130
449206	821522
650794	921913
252381	22304
453968	420196
555556	518087
457143	415978
458730	813870
460317	911761
361905	509652
463492	807543
565079	505435
166667	403326
468254	701217
669841	599109
471429	497000
773016	294891
174603	392783
76190	590674
677778	788565
979365	586457
280952	784348
282540	782239
484127	880130
485714	578022
687302	675913
288889	473804
390476	471696
592063	269587
493651	567478
495238	865370
496825	863261
498413	761152
0	859044
798039	856935
896078	554826
394118	652717
692157	650609
490196	348500
88235	546391
186275	544283
384314	342174
682353	1140065
480392	237957
478431	535848
476471	833739
574510	831630
372549	429522
670588	627413
468627	625304
666667	523196
464706	221087
262745	718978
960784	516870
558824	414761
156863	512652
454902	710543
452941	708435
450980	806326
349020	504217
347059	302109
845098	0
443137	195455
141176	590909
139216	986364
437255	581818
435294	477273
333333	472727
631373	668182
329412	663636
727451	559091
725490	954545
223529	650000
621569	645455
519608	940909
517647	636364
215686	531818
513725	627273
511765	722727
409804	218182
1107843	413636
205882	209091
203922	504545
601961	0
0	601667
500000	103333
600000	5000
800000	706667
500000	308333
400000	510000
300000	311667
400000	713333
600000	415000
200000	216667
400000	418333
300000	620000
600000	621667
700000	523333
200000	525000
100000	126667
400000	28333
400000	130000
300000	531667
500000	633333
400000	535000
400000	636667
800000	638333
300000	540000
500000	341667
600000	443333
300000	445000
400000	546667
300000	448333
700000	450000
400000	651667
400000	53333
400000	455000
400000	756667
600000	358333
500000	460000
700000	461667
400000	363333
400000	465000
500000	466667
400000	68333
300000	570000
200000	771667
0	273333
900000	375000
600000	376667
300000	678333
500000	380000
400000	681667
700000	783333
200000	285000
300000	386667
700000	588333
400000	890000
500000	691667
700000	493333
700000	495000
700000	296667
700000	498333
200000	0
100000	401176
300000	702353
100000	603529
400000	604706
300000	505882
400000	607059
300000	1208235
0	709412
400000	710588
600000	411765
400000	712941
500000	714118
500000	515294
400000	616471
500000	717647
300000	618824
400000	620000
600000	721176
400000	422353
400000	423529
100000	524706
500000	425882
300000	827059
400000	428235
400000	129412
100000	530588
200000	531765
100000	532941
500000	134118
400000	735294
300000	736471
400000	937647
500000	338824
400000	640000
100000	641176
100000	742353
300000	343529
500000	544706
100000	945882
600000	547059
600000	548235
500000	649412
400000	550588
400000	451765
600000	552941
300000	354118
700000	655294
400000	856471
0	657647
305172	758824
310345	360000
615517	361176
220690	562353
625862	563529
431034	464706
436207	665882
241379	667059
446552	868235
251724	569412
656897	470588
462069	771765
667241	772941
72414	774118
477586	775294
482759	776471
587931	777647
993103	578824
698276	780000
303448	681176
708621	682353
413793	283529
618966	684706
724138	585882
529310	287059
734483	788235
939655	689412
744828	490588
650000	791765
455172	792941
660345	394118
565517	795294
370690	996471
775862	697647
581034	698824
886207	0
491379	692593
696552	785185
501724	777778
706897	770370
612069	162963
617241	455556
722414	548148
927586	540741
232759	633333
637931	525926
643103	518518
348276	811111
453448	403704
458621	896296
763793	588889
668966	681482
674138	474074
479310	566667
784483	659259
789655	551852
694828	744444
0	637037
798358	429630
696717	422222
595075	514815
593434	607407
691792	0
890151	404204
488509	108407
486868	712611
685226	416814
783585	221018
1181943	425221
280302	329425
578660	333629
677019	637832
775377	742036
273736	646239
472094	650443
270453	454647
868811	158850
567169	363054
465528	567257
763886	371461
662245	475664
960603	479868
958962	684072
557320	788275
555679	692479
654037	696682
652396	600886
950754	705090
649113	609293
847471	1113497
1045830	817700
644188	621904
542547	726107
540905	530311
739264	834515
837622	538718
935981	542922
334339	547125
632697	651329
631056	755533
329414	659736
827773	663940
526131	868143
824490	1072347
722848	576550
421207	880754
719565	584958
617924	689161
216282	593365
614641	497568
612999	701772
411358	505975
509716	810179
708075	514383
606433	818586
1004791	22790
603150	616202
601508	409615
599867	1003027
898225	696440
596584	589852
594942	583265
593301	576677
591659	870089
290018	763502
688376	156914
586735	650327
585093	643739
583452	637152
781810	430564
880169	423977
178527	117389
876886	310802
975244	604214
373602	297626
671961	191039
370319	284451
568678	77864
267036	871276
565395	564689
863753	358101
362112	551514
560470	344926
658829	838338
857187	531751
555546	325163
553904	318576
352263	111988
550621	505401
48980	398813
740816	592226
332653	285638
324490	579051
816327	672463
608163	665875
0	259288
838268	552700
176536	746113
614804	539525
753071	532938
791339	526350
729607	119763
867875	213175
706143	306588
844411	0
1182678	517431
820946	434861
959214	552292
1497482	669722
1335750	487153
1074018	304584
1212285	422014
850553	239445
1420052	231166
1389551	822886
859049	1114607
1028548	606328
1098047	398049
1267545	389770
1137044	981491
806543	573212
876042	464932
1045540	856653
715039	448374
584538	640095
654036	431816
523535	323537
1093034	715258
662532	706978
332031	398699
501530	590420
471029	382141
740527	473862
1010026	865583
1379525	1157304
1649023	1249024
1518522	1940745
688021	2132466
1657520	724187
1627018	515908
2196517	807629
2566016	399350
2235514	391071
1405013	282791
774512	374512
1744010	266233
913509	357954
583008	149675
752506	641396
322005	733117
191504	824837
661003	816558
830501	808279
0	0
1319560	1175322
2239120	1250645
2158680	1525967
2778240	2301290
4297800	2576612
5317360	3651935
6536920	3027257
7256480	2902580
7076041	3377902
6595601	5453225
6715161	7928548
7434721	10803870
9154281	14879192
13273840	15854515
17193401	14829837
22112961	12705160
27432523	10080482
29352081	7555804
26971640	5631127
23791202	4606450
19110762	3581772
15530322	3157095
13249881	4232417
12669442	3807740
12389001	3683062
14108562	3158385
13328122	3633707
13347682	3909029
12667242	3584352
11686802	3859674
12182132	3634997
12177462	4710320
13172792	4585642
15368121	4660964
17663452	4836287
17958781	5111609
20454112	5886932
21449442	6562254
22044772	6937577
21840102	7912899
22135431	8288222
22030762	9463544
20426091	9538866
18021422	10514189
16016751	10989512
15712082	11164834
20407411	11340157
30202740	11015479
47698071	11390801
70793402	14366124
89388733	18441446
93484064	27316769
83779388	37392093
70474719	49267413
54470050	51242737
43865381	46618060
32160712	38093381
24456041	29968704
17651370	23644026
13546701	18819348
8942030	14794672
5637360	10769994
3532690	8845316
1228020	8020639
923350	5095961
118680	4371284
714010	2946606
609340	2921929
4670	1797251
0	1317801
1657895	1038351
3615789	758900
13673685	579450
31731580	0
61389471	0
82147369	0
89405261	0
81063159	3553191
71921051	11006383
68878949	26759573
73036841	53712769
69794739	72565955
54552631	80519147
36910526	87472339
25568420	92625531
13226315	79778723
6384211	52031915
2142105	32985107
0	22938298
1631776	22891489
6063551	24444681
6795327	27597873
11127103	28751065
10958878	29704254
15490654	26957446
15322430	25410638
17554205	23463829
19185982	23117021
22717757	25070213
23349533	27523404
28881308	26976596
